X Y
0.051511 0.870068
0.082689 0.579470
0.332737 0.380748
0.242700 0.621811
0.828828 0.884598
0.459810 0.622247
0.432677 0.481809
0.550065 0.816697
0.111780 0.882802
0.119783 0.735872
0.386199 0.874449
0.738024 0.846008
0.186322 0.345245
0.827053 0.993147
0.809843 0.816708
0.447433 0.800852
0.357213 0.483685
0.480398 0.647519
0.221751 0.977094
0.322339 0.843403
0.027071 0.149392
0.526510 0.646393
0.548707 0.786431
0.347433 0.749339
0.352094 0.704646
0.233024 0.838259
0.444209 0.787763
0.598310 0.924607
0.435281 0.820061
0.244287 0.255205
0.082493 0.629058
0.378397 0.834118
0.134572 0.611421
0.041193 0.235885
0.252359 0.942893
0.166933 0.881056
0.440306 0.689121
0.070031 0.341307
0.386173 0.905804
0.175136 0.719247
0.011841 0.216329
0.159222 0.591900
0.472956 0.480391
0.203294 0.306825
0.123970 0.462108
0.190780 0.399094
0.118341 0.660314
0.665372 0.669208
0.067620 0.138329
0.149599 0.934139
0.240964 0.697147
0.256012 0.960214
0.072606 0.904484
0.564798 0.908374
0.264419 0.489312
0.649840 0.929792
0.158520 0.717460
0.068121 0.308119
0.661012 0.892563
0.338445 0.476013
0.094429 0.430739
0.617821 0.636233
0.778317 0.922577
0.224557 0.343115
0.418768 0.990947
0.198251 0.486889
0.299067 0.849851
0.128187 0.960079
0.199256 0.779016
0.231837 0.795703
0.353269 0.549231
0.030022 0.944928
0.176644 0.228274
0.431817 0.475711
0.078124 0.560004
0.435790 0.820538
0.026636 0.871883
0.129982 0.722861
0.402404 0.870165
0.228169 0.485141
0.280844 0.812059
0.470160 0.999124
0.009126 0.578377
0.661480 0.884775
0.061647 0.371558
0.591975 0.933628
0.403466 0.863793
0.112639 0.252708
0.628110 0.696348
0.239372 0.948439
0.351522 0.610022
0.110491 0.593371
0.164962 0.504124
0.367917 0.819525
0.397685 0.633605
0.177204 0.696711
0.111006 0.818072
0.332821 0.462528
0.428094 0.804225
0.595704 0.936652
0.716617 0.963621
0.018761 0.236697
0.403854 0.722502
0.482955 0.581058
0.419213 0.593961
0.399130 0.752033
0.056489 0.827224
0.556259 0.932186
0.236898 0.537347
0.628927 0.798347
0.188252 0.491176
0.406963 0.477325
0.071287 0.361303
0.059961 0.425424
0.098797 0.713624
0.653065 0.721483
0.331168 0.897898
0.065399 0.325538
0.279013 0.472362
0.298538 0.874150
0.602488 0.876748
0.001926 0.791015
0.011216 0.061888
0.216439 0.683031
0.690430 0.861989
0.279208 0.974650
0.222769 0.932272
0.041303 0.378609
0.029852 0.163989
0.026258 0.031778
0.093666 0.171443
0.720506 0.784096
0.033431 0.704279
0.901415 0.909285
0.112895 0.580066
0.607367 0.620901
0.804715 0.960205
0.115907 0.502718
0.666707 0.831455
0.177538 0.621711
0.055299 0.826585
0.293713 0.956714
0.137337 0.619804
0.199870 0.522927
0.676338 0.807237
0.143828 0.481052
0.136739 0.883349
0.587763 0.941935
0.029109 0.254469
0.477850 0.669334
0.231753 0.533149
0.495919 0.525466
0.032603 0.627200
0.851592 0.975932
0.498859 0.553770
0.034822 0.626141
0.113496 0.538598
0.569964 0.886886
0.115478 0.760957
0.294958 0.750738
0.746238 0.793817
0.304508 0.604936
0.510892 0.740567
0.479732 0.624388
0.247504 0.611318
0.111850 0.932163
0.083493 0.576131
0.204767 0.634572
0.638319 0.955699
0.094059 0.888172
0.021598 0.500942
0.011331 0.782274
0.202783 0.885228
0.289187 0.698441
0.063634 0.401036
0.609999 0.827456
0.190115 0.928961
0.427305 0.577183
0.050628 0.632072
0.211755 0.783613
0.638274 0.850075
0.738247 0.760911
0.233275 0.749578
0.634806 0.832371
0.134500 0.698440
0.233408 0.765104
0.279811 0.977371
0.492107 0.889810
0.152825 0.994942
0.572125 0.774831
0.212202 0.783880
0.558444 0.850476
0.058667 0.816084
0.121780 0.601852
0.252142 0.756586
0.455027 0.667631
0.151746 0.734838
0.439095 0.777473
0.420281 0.434731
0.806932 0.852996
0.819173 0.928712
0.685298 0.889070
0.556701 0.609703
0.253557 0.499811
0.651532 0.692653
0.113198 0.794080
0.204692 0.913974
0.290653 0.624973
0.084349 0.392826
0.518550 0.769647
0.281896 0.976507
0.586210 0.785135
0.040300 0.839767
0.284946 0.691832
0.532420 0.562230
0.197117 0.901332
0.182451 0.401809
0.026781 0.164010
0.558087 0.654843
0.319647 0.496065
0.102078 0.403996
0.009384 0.183346
0.023113 0.153697
0.133939 0.542502
0.391198 0.722673
0.413646 0.513872
0.078310 0.129572
0.042616 0.474503
0.148570 0.357468
0.720789 0.748030
0.794133 0.994969
0.101690 0.513316
0.302551 0.814978
0.823880 0.930386
0.496915 0.867402
0.193780 0.754777
0.049778 0.415654
0.230633 0.428762
0.046077 0.768284
0.758061 0.999774
0.078292 0.610137
0.367117 0.902172
0.540523 0.864032
0.174172 0.443493
0.422761 0.512234
0.274150 0.472539
0.302039 0.870945
0.101868 0.676842
0.805992 0.962492
0.330444 0.939939
0.225744 0.380062
0.038419 0.050611
0.400558 0.792275
0.030111 0.377754
0.054596 0.985435
0.637410 0.842917
0.283611 0.443402
0.165412 0.336036
0.801424 0.981624
0.052418 0.909355
0.041334 0.704259
0.319407 0.678744
0.547176 0.603018
0.122146 0.352585
0.488438 0.593516
0.305248 0.377495
0.010907 0.507437
0.492296 0.808360
0.144396 0.329112
0.744676 0.945819
0.310736 0.623920
0.217728 0.363154
0.533275 0.867391
0.643699 0.959848
0.841364 0.948947
0.337344 0.852271
0.456385 0.829639
0.487348 0.805026
0.750845 0.844278
0.855944 0.968574
0.207433 0.389219
0.835965 0.904559
0.526441 0.540643
0.592680 0.997852
0.185327 0.295043
0.482126 0.641712
0.124683 0.142757
0.223963 0.699999
0.089218 0.503167
0.270228 0.437222
0.797690 0.862908
0.435074 0.586181
0.099288 0.392774
0.216036 0.284615
0.687817 0.698163
0.424531 0.788702
0.152153 0.268585
0.110848 0.568480
0.005703 0.198202
0.243984 0.440777
0.333868 0.539501
0.326683 0.758399
0.328203 0.478836
0.026984 0.815533
0.854951 0.995568
0.053370 0.627764
0.196245 0.206440
0.404642 0.789278
0.132550 0.476274
0.189443 0.760437
0.314651 0.331510
0.427526 0.641333
0.089908 0.755728
0.571261 0.975120
0.112460 0.541327
0.169091 0.443511
0.330048 0.365335
0.649951 0.875342
0.243617 0.797170
0.557606 0.683922
0.321085 0.872257
0.015431 0.748611
0.504340 0.633759
0.500523 0.786018
0.689974 0.830571
0.151354 0.339925
0.705914 0.718636
0.167703 0.614922
0.071196 0.725309
0.298844 0.392281
0.419616 0.645232
0.123779 0.290230
0.384082 0.922411
0.537333 0.734005
0.277094 0.836178
0.126286 0.874660
0.150454 0.267179
0.211917 0.633244
0.084526 0.188457
0.369916 0.605168
0.286095 0.292650
0.026654 0.199666
0.074326 0.810059
0.780503 0.936777
0.031561 0.535194
0.140362 0.405884
0.765160 0.770203
0.062852 0.699241
0.242447 0.973233
0.344348 0.662565
0.033375 0.724477
0.316522 0.960868
0.543049 0.929206
0.795023 0.962228
0.330682 0.935385
0.147098 0.768440
0.716162 0.900419
0.624896 0.758053
0.573785 0.941418
0.038443 0.616566
0.533262 0.581492
0.543720 0.876454
0.263670 0.911832
0.056614 0.119393
0.737697 0.900636
0.141174 0.595644
0.643566 0.697244
0.109265 0.222559
0.217048 0.683050
0.163977 0.935969
0.239464 0.947056
0.050956 0.296078
0.066449 0.788653
0.196714 0.207624
0.384297 0.840280
0.200008 0.502531
0.725090 0.756376
0.692345 0.948806
0.091486 0.244880
0.438550 0.875398
0.203030 0.317947
0.338279 0.442495
0.265002 0.389235
0.177889 0.935287
0.539075 0.562186
0.642519 0.975574
0.284847 0.671565
0.560631 0.630569
0.225975 0.652117
0.173040 0.801584
0.648619 0.911613
0.133036 0.826508
0.388693 0.622466
0.213060 0.882887
0.160056 0.294725
0.050557 0.474358
0.875936 0.971662
0.204904 0.412517
0.231046 0.377944
0.214102 0.879665
0.289557 0.347138
0.019249 0.094867
0.126079 0.356962
0.197833 0.339139
0.239849 0.931927
0.226652 0.272274
0.647852 0.805510
0.808155 0.852756
0.230700 0.432129
0.656713 0.798516
0.063579 0.675547
0.463725 0.877395
0.034779 0.111577
0.682906 0.842933
0.333063 0.801000
0.787637 0.844664
0.852603 0.985028
0.330127 0.800424
0.183314 0.793852
0.061026 0.869762
0.261659 0.943160
0.064794 0.594721
0.744160 0.780083
0.152086 0.617896
0.316146 0.939722
0.057662 0.808900
0.138162 0.240977
0.602752 0.815981
0.459069 0.508181
0.176707 0.520096
0.377942 0.438365
0.033087 0.207416
0.222820 0.740138
0.358034 0.693762
0.314628 0.820594
0.001840 0.814584
0.259471 0.486974
0.824712 0.944880
0.547144 0.962873
0.658076 0.955561
0.393927 0.628278
0.167151 0.213310
0.076482 0.525185
0.345780 0.908912
0.205693 0.605251
0.037791 0.890639
0.183471 0.223648
0.040535 0.962326
0.710877 0.991444
0.431164 0.617950
0.382554 0.776944
0.526862 0.588247
0.382195 0.922749
0.681158 0.725690
0.143347 0.718949
0.289144 0.811171
0.004207 0.218456
0.163652 0.715084
0.209900 0.594816
0.333034 0.592453
0.371760 0.859896
0.180700 0.753955
0.782644 0.861859
0.479645 0.925991
0.252809 0.523405
0.198423 0.267830
0.525503 0.690187
0.405271 0.930272
0.283971 0.738305
0.522726 0.655730
0.598201 0.703426
0.565285 0.889330
0.669497 0.738144
0.846460 0.850585
0.118415 0.869395
0.546800 0.643918
0.333073 0.964854
0.197445 0.617043
0.703159 0.720170
0.272774 0.301360
0.423596 0.682459
0.682205 0.988881
0.571788 0.989042
0.134973 0.557093
0.548688 0.804470
0.295237 0.650287
0.500872 0.991957
0.186580 0.619287
0.263205 0.420934
0.000553 0.596278
0.330644 0.740342
0.061553 0.465617
0.297435 0.610241
0.270087 0.592672
0.734369 0.761400
0.070586 0.920950
0.380687 0.931938
0.352871 0.654883
0.240171 0.738659
0.290423 0.443454
0.257788 0.472960
0.008725 0.613183
0.351842 0.556002
0.327049 0.641976
0.397359 0.439859
0.039757 0.792384
0.224718 0.229329
0.573694 0.818014
0.398221 0.582419
0.962486 0.984394
0.175678 0.359845
0.424253 0.925796
0.047627 0.307566
0.099949 0.268917
0.300820 0.708098
0.522938 0.858523
0.058079 0.096632
0.044068 0.853260
0.199381 0.219746
0.213105 0.623634
0.145542 0.260732
0.102640 0.690883
0.261983 0.457060
0.371120 0.938520
0.046255 0.471002
0.560536 0.937029
0.790289 0.885371
0.509005 0.969893
0.264126 0.440204
0.471353 0.578688
0.049714 0.573993
0.269571 0.801264
0.075751 0.239436
0.125613 0.446871
0.161241 0.195965
0.662183 0.951530
0.081336 0.486533
0.030545 0.096258
0.674945 0.881005
0.075892 0.944517
0.613069 0.758020
0.292781 0.738682
0.204891 0.470738
0.759512 0.856191
0.155271 0.364654
0.460912 0.812985
0.693990 0.763606
0.080374 0.376258
0.041103 0.275419
0.497410 0.800615
0.131610 0.981005
0.222310 0.939330
0.495193 0.683669
0.887023 0.956104
0.496654 0.574737
0.091962 0.190643
0.265026 0.297903
0.040349 0.845495
0.191855 0.532035
0.234915 0.893830
0.233242 0.730107
0.695003 0.778173
0.188640 0.816287
0.114190 0.573225
0.299161 0.621874
0.641119 0.864455
0.145102 0.876034
0.070526 0.674731
0.869264 0.951512
0.125557 0.958522
0.321100 0.883841
0.336867 0.927241
0.219624 0.835477
0.219593 0.629559
0.029090 0.290119
0.311154 0.810718
0.099988 0.462550
0.558939 0.687146
0.568337 0.982536
0.227108 0.787961
0.417520 0.847103
0.532528 0.774798
0.196451 0.382549
0.322882 0.843538
0.108556 0.881822
0.158888 0.614301
0.922615 0.976901
0.061002 0.340135
0.061946 0.927155
0.338688 0.822122
0.042705 0.308500
0.152038 0.505533
0.247409 0.682722
0.592858 0.813727
0.859074 0.980050
0.594351 0.870996
0.211131 0.818867
0.341224 0.844574
0.465635 0.679912
0.142114 0.883444
0.700208 0.736464
0.391817 0.965572
0.513939 0.844994
0.238649 0.259961
0.165105 0.617470
0.412414 0.612240
0.495684 0.499592
0.194664 0.682809
0.215696 0.708603
0.560545 0.676500
0.156963 0.511319
0.128789 0.531981
0.475585 0.809933
0.087820 0.769552
0.060283 0.764996
0.377236 0.686074
0.027223 0.872921
0.185666 0.318215
0.123045 0.380330
0.001023 0.338742
0.088933 0.528825
0.200596 0.353632
0.679627 0.993740
0.116049 0.155212
0.336652 0.346101
0.219022 0.683193
0.063522 0.683113
0.211939 0.473896
0.209952 0.412535
0.827528 0.943949
0.353846 0.816799
0.341149 0.690498
0.162900 0.838676
0.054373 0.381922
0.521868 0.736463
0.878695 0.947797
0.044049 0.706224
0.398702 0.419762
0.063827 0.868795
0.574812 0.911760
0.398491 0.928658
0.728559 0.739640
0.619156 0.891459
0.578316 0.673529
0.409992 0.997371
0.685576 0.829568
0.402170 0.423421
0.371218 0.505131
0.319273 0.385791
0.470712 0.746554
0.658315 0.850422
0.590063 0.593338
0.266867 0.551713
0.268564 0.676859
0.549084 0.954140
0.506427 0.951253
0.377561 0.967508
0.232119 0.748779
0.011744 0.791912
0.604998 0.694471
0.441025 0.826979
0.688754 0.764546
0.435844 0.955621
0.316259 0.704408
0.632480 0.865343
0.267922 0.796633
0.370966 0.872920
0.491104 0.746014
0.031469 0.250394
0.165279 0.517683
0.517858 0.854033
0.282229 0.953701
0.352766 0.687457
0.266511 0.597063
0.383491 0.418613
0.357521 0.956483
0.206877 0.653756
0.028075 0.860788
0.143624 0.294586
0.346447 0.860824
0.272037 0.834924
0.249815 0.478914
0.203648 0.996469
0.345390 0.882084
0.384000 0.871832
0.414106 0.915646
0.099336 0.668829
0.162119 0.602639
0.343490 0.713278
0.735333 0.832170
0.869766 0.938981
0.216038 0.731935
0.647581 0.789328
0.072324 0.424015
0.658300 0.910089
0.477919 0.820419
0.328985 0.976192
0.504646 0.559236
0.253794 0.691873
0.322017 0.501844
0.203431 0.584159
0.675491 0.681349
0.143650 0.733563
0.164412 0.862370
0.406039 0.853882
0.316423 0.910685
0.413118 0.709456
0.342670 0.733695
0.128036 0.591804
0.062720 0.331467
0.175963 0.738212
0.012816 0.580541
0.018836 0.720143
0.044716 0.874799
0.545354 0.968271
0.594605 0.855192
0.019293 0.488289
0.785608 0.868014
0.277041 0.848328
0.199481 0.453004
0.033545 0.512971
0.067792 0.548540
0.306930 0.881465
0.174307 0.326223
0.369755 0.914286
0.011460 0.155363
0.003691 0.981781
0.194078 0.775051
0.103202 0.562841
0.122700 0.707016
0.255556 0.673299
0.440874 0.462531
0.630556 0.920607
0.058184 0.804863
0.246830 0.427939
0.546792 0.586992
0.177223 0.677307
0.063349 0.280425
0.163601 0.186053
0.444343 0.550906
0.384199 0.991135
0.137898 0.867428
0.279433 0.315121
0.595546 0.784884
0.528829 0.582988
0.825986 0.839361
0.171020 0.230924
0.144123 0.899203
0.249539 0.625604
0.165270 0.421542
0.304292 0.819157
0.683780 0.688491
0.810292 0.821678
0.432506 0.732346
0.885538 0.961335
0.315334 0.861010
0.372243 0.844494
0.768242 0.920702
0.004516 0.452022
0.609193 0.814808
0.265766 0.337039
0.142846 0.151304
0.298374 0.458180
0.012315 0.165078
0.599499 0.712686
0.202801 0.971742
0.334595 0.404069
0.662646 0.951004
0.567109 0.911778
0.650324 0.709955
0.063082 0.948698
0.113776 0.767633
0.372540 0.790899
0.466073 0.613610
0.094509 0.329093
0.505591 0.740520
0.241400 0.950789
0.331847 0.660859
0.274469 0.774405
0.146902 0.368978
0.103498 0.652493
0.109498 0.745876
0.725193 0.761796
0.038578 0.507847
0.634855 0.770932
0.067594 0.353922
0.014781 0.807286
0.197361 0.289250
0.658228 0.685189
0.431066 0.721948
0.274649 0.384778
0.925899 0.959986
0.480573 0.879120
0.359426 0.495354
0.210558 0.384352
0.619753 0.740079
0.142884 0.680082
0.806733 0.829715
0.663338 0.812524
0.010098 0.616624
0.000977 0.330083
0.179632 0.707510
0.458591 0.717613
0.121084 0.871819
0.907095 0.933803
0.854614 0.902357
0.221109 0.563449
0.571036 0.622028
0.238652 0.691373
0.021456 0.762524
0.094601 0.201088
0.470035 0.553192
0.000180 0.039785
0.070788 0.127249
0.064684 0.977884
0.061051 0.919299
0.285931 0.441437
0.305806 0.856968
0.063465 0.286850
0.541746 0.999679
0.002416 0.636347
0.200767 0.472450
0.159252 0.742208
0.143235 0.600333
0.737618 0.946111
0.481072 0.974748
0.308176 0.483488
0.011599 0.089658
0.291632 0.848237
0.335891 0.412124
0.109803 0.816963
0.386872 0.417979
0.300451 0.997968
0.096279 0.354594
0.342969 0.781619
0.127140 0.290245
0.138482 0.931600
0.732906 0.849373
0.529728 0.842709
0.666336 0.916601
0.260688 0.966787
0.223175 0.713171
0.360233 0.598406
0.440530 0.703203
0.380026 0.949959
0.128331 0.439420
0.496290 0.861237
0.703946 0.955130
0.942620 0.964634
0.570359 0.895184
0.558086 0.611813
0.248343 0.484024
0.512808 0.941857
0.167369 0.455428
0.234379 0.882975
0.098640 0.626356
0.356689 0.414090
0.677276 0.728298
0.340112 0.714045
0.090718 0.642829
0.235711 0.346101
0.832494 0.936691
0.124668 0.931134
0.209655 0.810926
0.475684 0.549767
0.027988 0.214803
